date,city,no_stations,aqi_category,aqi,prominent_pollutant
2021-08-23,Aizawl,1,Good,19,SO2
2021-08-23,Guwahati,2,Satisfactory,58,"PM10, SO2"
2021-08-23,Kolar,1,Good,49,SO2
2021-08-23,Panipat,1,Satisfactory,56,SO2
2021-08-23,Pune,4,Satisfactory,60,"CO, SO2"
2021-08-23,Shillong,1,Good,15,SO2
2021-08-24,Aizawl,1,Good,20,SO2
2021-08-24,Guwahati,2,Satisfactory,56,"PM2.5, SO2"
2021-08-24,Kolar,1,Satisfactory,51,SO2
2021-08-24,Naharlagun,1,Good,38,SO2
2021-08-24,Pune,6,Satisfactory,74,"CO, PM2.5, SO2"
2021-08-25,Aizawl,1,Good,20,SO2
2021-08-25,Gadag,1,Good,29,SO2
2021-08-25,Guwahati,2,Satisfactory,63,"PM2.5, SO2"
2021-08-25,Naharlagun,1,Good,39,SO2
2021-08-26,Aizawl,1,Good,20,SO2
2021-08-26,Gadag,1,Good,27,SO2
2021-08-26,Guwahati,2,Satisfactory,58,"PM2.5, SO2"
2021-08-26,Shillong,1,Good,16,SO2
2021-08-27,Aizawl,1,Good,20,SO2
2021-08-27,Bidar,1,Satisfactory,52,SO2
2021-08-27,Gadag,1,Good,24,SO2
2021-08-27,Guwahati,2,Satisfactory,53,SO2
2021-08-27,Naharlagun,1,Good,38,SO2
2021-08-28,Agartala,1,Good,24,SO2
2021-08-28,Aizawl,1,Good,21,SO2
2021-08-28,Guwahati,2,Satisfactory,52,SO2
2021-08-28,Naharlagun,1,Good,38,SO2
2021-08-28,Shillong,1,Good,15,SO2
2021-08-29,Guwahati,2,Satisfactory,59,"PM10, SO2"
2021-08-29,Naharlagun,1,Good,38,SO2
2021-08-29,Shillong,1,Good,16,SO2
2021-08-30,Agartala,1,Good,24,SO2
2021-08-30,Aizawl,1,Good,20,SO2
2021-08-30,Guwahati,2,Satisfactory,58,"PM2.5, SO2"
2021-08-30,Naharlagun,1,Good,39,SO2
2021-08-30,Pune,5,Satisfactory,81,"CO, SO2"
2021-08-30,Shillong,1,Good,17,SO2
2021-08-31,Ahmedabad,9,Satisfactory,58,"NO2, PM10, SO2"
2021-08-31,Aizawl,1,Good,21,SO2
2021-08-31,Chennai,7,Satisfactory,62,"CO, PM10, SO2"
2021-08-31,Guwahati,2,Satisfactory,56,SO2
2021-08-31,Noida,3,Satisfactory,58,"CO, PM10, SO2"
2021-08-31,Panipat,1,Satisfactory,61,SO2
2021-09-01,Aizawl,1,Good,21,SO2
2021-09-01,Bidar,1,Good,49,SO2
2021-09-01,Chennai,7,Satisfactory,71,"CO, PM10, SO2"
2021-09-01,Guwahati,2,Satisfactory,60,"PM10, SO2"
2021-09-01,Pune,6,Satisfactory,70,"CO, PM2.5, SO2"
2021-09-01,Shillong,1,Good,16,SO2
2021-09-01,Vapi,1,Good,20,SO2
2021-09-02,Aizawl,1,Good,21,SO2
2021-09-02,Bidar,1,Good,47,SO2
2021-09-02,Guwahati,2,Satisfactory,62,"PM10, SO2"
2021-09-02,Kohima,1,Good,35,SO2
2021-09-02,Panipat,1,Satisfactory,64,SO2
2021-09-02,Shillong,1,Good,15,SO2
2021-09-02,Vapi,1,Good,21,SO2
2021-09-03,Aizawl,1,Good,21,SO2
2021-09-03,Bidar,1,Good,49,SO2
2021-09-03,Kohima,1,Good,35,SO2
2021-09-03,Naharlagun,1,Good,40,SO2
2021-09-03,Panipat,1,Satisfactory,60,SO2
2021-09-03,Pune,7,Satisfactory,59,"CO, SO2"
2021-09-03,Shillong,1,Good,15,SO2
2021-09-04,Guwahati,2,Moderate,110,"PM10, SO2"
2021-09-04,Hyderabad,6,Good,38,"NO2, PM2.5, SO2"
2021-09-04,Naharlagun,1,Good,40,SO2
2021-09-04,Panipat,1,Satisfactory,66,SO2
2021-09-04,Shillong,1,Good,15,SO2
2021-09-05,Aizawl,1,Good,22,SO2
2021-09-05,Guwahati,1,Satisfactory,89,SO2
2021-09-05,Hyderabad,6,Good,38,"NO2, PM10, SO2"
2021-09-05,Panipat,1,Satisfactory,64,SO2
2021-09-05,Shillong,1,Good,15,SO2
2021-09-06,Aizawl,1,Good,22,SO2
2021-09-06,Guwahati,1,Satisfactory,89,SO2
2021-09-06,Hyderabad,6,Good,38,"CO, NO2, SO2"
2021-09-06,Shillong,1,Good,16,SO2
2021-09-07,Bidar,1,Good,47,SO2
2021-09-07,Guwahati,2,Satisfactory,58,SO2
2021-09-07,Hyderabad,5,Good,38,"CO, NO2, SO2"
2021-09-07,Shillong,1,Good,15,SO2
2021-09-08,Aizawl,1,Good,21,SO2
2021-09-08,Bidar,1,Good,46,SO2
2021-09-08,Guwahati,1,Satisfactory,77,SO2
2021-09-08,Hassan,1,Good,34,SO2
2021-09-08,Naharlagun,1,Good,40,SO2
2021-09-08,Shillong,1,Good,16,SO2
2021-09-08,Varanasi,4,Good,36,"CO, PM10, SO2"
2021-09-09,Aizawl,1,Good,21,SO2
2021-09-09,Bidar,1,Good,50,SO2
2021-09-09,Guwahati,1,Satisfactory,76,SO2
2021-09-09,Naharlagun,1,Good,38,SO2
2021-09-09,Shillong,1,Good,15,SO2
2021-09-10,Bidar,1,Good,46,SO2
2021-09-10,Guwahati,2,Satisfactory,72,"PM10, SO2"
2021-09-10,Kohima,1,Good,37,SO2
2021-09-10,Kolar,1,Good,46,SO2
2021-09-10,Mangalore,1,Good,37,SO2
2021-09-10,Naharlagun,1,Good,41,SO2
2021-09-10,Shillong,1,Good,14,SO2
2021-09-11,Aizawl,1,Good,22,SO2
2021-09-11,Bidar,1,Good,48,SO2
2021-09-11,Guwahati,2,Satisfactory,60,"PM10, SO2"
2021-09-11,Kohima,1,Good,40,SO2
2021-09-11,Lucknow,6,Satisfactory,62,"CO, PM10, SO2"
2021-09-11,Mandikhera,1,Good,26,SO2
2021-09-11,Shillong,1,Good,14,SO2
2021-09-12,Agartala,1,Good,23,SO2
2021-09-12,Aizawl,1,Good,23,SO2
2021-09-12,Bidar,1,Good,44,SO2
2021-09-12,Guwahati,2,Satisfactory,72,"PM10, SO2"
2021-09-12,Hyderabad,6,Good,34,"CO, NO2, SO2"
2021-09-12,Karnal,1,Good,22,SO2
2021-09-12,Lucknow,6,Satisfactory,59,"CO, PM10, SO2"
2021-09-12,Panipat,1,Satisfactory,56,SO2
2021-09-12,Pune,4,Satisfactory,70,"CO, PM2.5, SO2"
2021-09-12,Shillong,1,Good,14,SO2
2021-09-13,Aizawl,1,Good,23,SO2
2021-09-13,Durgapur,1,Good,24,SO2
2021-09-13,Guwahati,2,Satisfactory,76,"PM10, SO2"
2021-09-13,Hyderabad,6,Good,32,"CO, NO2, SO2"
2021-09-13,Shillong,1,Good,15,SO2
2021-09-14,Agartala,1,Good,24,SO2
2021-09-14,Aizawl,1,Good,23,SO2
2021-09-14,Guwahati,1,Satisfactory,88,SO2
2021-09-14,Kohima,1,Good,36,SO2
2021-09-14,Panipat,1,Satisfactory,55,SO2
2021-09-14,Pune,6,Satisfactory,70,"CO, PM2.5, SO2"
2021-09-14,Shillong,1,Good,17,SO2
2021-09-14,Singrauli,1,Satisfactory,90,SO2
2021-09-15,Guwahati,2,Satisfactory,66,SO2
2021-09-15,Mandideep,1,Satisfactory,68,SO2
2021-09-15,Pune,6,Satisfactory,64,"CO, PM2.5, SO2"
2021-09-15,Shillong,1,Good,16,SO2
2021-09-16,Dewas,1,Good,27,SO2
2021-09-16,Guwahati,2,Satisfactory,66,"PM10, SO2"
2021-09-16,Kohima,1,Good,36,SO2
2021-09-16,Prayagraj,3,Good,22,"NO2, PM10, SO2"
2021-09-17,Guwahati,2,Satisfactory,65,"PM10, SO2"
2021-09-17,Noida,4,Satisfactory,57,"CO, NO2, SO2"
2021-09-17,Pune,4,Satisfactory,73,"CO, PM2.5, SO2"
2021-09-18,Agartala,1,Good,23,SO2
2021-09-18,Guwahati,2,Satisfactory,60,SO2
2021-09-18,Noida,4,Satisfactory,64,"CO, PM10, SO2"
2021-09-19,Agartala,1,Good,24,SO2
2021-09-19,Guwahati,2,Satisfactory,58,SO2
2021-09-19,Kohima,1,Good,35,SO2
2021-09-19,Noida,3,Satisfactory,67,"PM10, SO2"
2021-09-20,Guwahati,2,Satisfactory,72,"PM10, SO2"
2021-09-20,Kohima,1,Good,36,SO2
2021-09-21,Aizawl,1,Good,21,SO2
2021-09-21,Guwahati,2,Satisfactory,64,SO2
2021-09-22,Aizawl,1,Good,22,SO2
2021-09-22,Guwahati,2,Satisfactory,59,SO2
2021-09-22,Mandikhera,1,Good,26,SO2
2021-09-22,Panipat,1,Good,46,SO2
2021-09-22,Shillong,1,Good,15,SO2
2021-09-23,Aizawl,1,Good,23,SO2
2021-09-23,Guwahati,2,Satisfactory,76,"PM10, SO2"
2021-09-23,Naharlagun,1,Good,41,SO2
2021-09-23,Noida,4,Satisfactory,60,"CO, PM10, SO2"
2021-09-23,Panipat,1,Good,50,SO2
2021-09-23,Pune,7,Satisfactory,66,"CO, SO2"
2021-09-23,Shillong,1,Good,16,SO2
2021-09-24,Aizawl,1,Good,23,SO2
2021-09-24,Guwahati,2,Satisfactory,70,"PM10, SO2"
2021-09-24,Panipat,1,Satisfactory,51,SO2
2021-09-24,Pune,7,Satisfactory,74,"CO, SO2"
2021-09-24,Shillong,1,Good,16,SO2
2021-09-25,Aizawl,1,Good,25,SO2
2021-09-25,Guwahati,1,Satisfactory,97,SO2
2021-09-25,Shillong,1,Good,15,SO2
2021-09-25,Thrissur,1,Satisfactory,61,SO2
2021-09-26,Aizawl,1,Good,24,SO2
2021-09-26,Guwahati,2,Satisfactory,82,"PM10, SO2"
2021-09-26,Kohima,1,Good,37,SO2
2021-09-26,Noida,4,Satisfactory,67,"CO, O3, SO2"
2021-09-26,Pune,6,Satisfactory,65,"CO, PM2.5, SO2"
2021-09-26,Shillong,1,Good,15,SO2
2021-09-26,Thrissur,1,Satisfactory,64,SO2
2021-09-27,Aizawl,1,Good,24,SO2
2021-09-27,Guwahati,2,Satisfactory,76,"PM10, SO2"
2021-09-27,Kohima,1,Good,35,SO2
2021-09-27,Shillong,1,Good,18,SO2
2021-09-27,Thrissur,1,Satisfactory,68,SO2
2021-09-28,Aizawl,1,Good,24,SO2
2021-09-28,Guwahati,2,Satisfactory,68,SO2
2021-09-28,Hyderabad,5,Good,38,"CO, NO2, SO2"
2021-09-28,Shillong,1,Good,19,SO2
2021-09-28,Yadgir,1,Good,33,SO2
2021-09-29,Ahmedabad,9,Satisfactory,59,"CO, PM10, SO2"
2021-09-29,Guwahati,2,Satisfactory,66,"PM10, SO2"
2021-09-29,Hyderabad,5,Good,33,"NO2, SO2"
2021-09-29,Noida,4,Satisfactory,79,"CO, PM10, SO2"
2021-09-29,Shillong,1,Good,18,SO2
2021-09-30,Ahmedabad,9,Satisfactory,52,"CO, PM10, SO2"
2021-09-30,Bengaluru,9,Satisfactory,63,"CO, PM10, SO2"
2021-09-30,Guwahati,2,Satisfactory,78,"PM10, SO2"
2021-09-30,Shillong,1,Good,18,SO2
2021-09-30,Thrissur,1,Satisfactory,74,SO2
2021-09-30,Yadgir,1,Good,30,SO2
2021-10-01,Aizawl,1,Good,23,SO2
2021-10-01,Guwahati,2,Satisfactory,76,"PM10, SO2"
2021-10-01,Shillong,1,Good,16,SO2
2021-10-01,Thrissur,1,Satisfactory,77,SO2
2021-10-02,Aizawl,1,Good,24,SO2
2021-10-02,Guwahati,2,Satisfactory,78,"PM10, SO2"
2021-10-02,Hassan,1,Good,28,SO2
2021-10-02,Shillong,1,Good,17,SO2
2021-10-02,Thrissur,1,Satisfactory,80,SO2
2021-10-02,Varanasi,3,Good,22,"CO, NO2, SO2"
2021-10-02,Yadgir,1,Good,31,SO2
2021-10-03,Aizawl,1,Good,24,SO2
2021-10-03,Guwahati,2,Satisfactory,79,"PM10, SO2"
2021-10-03,Thrissur,1,Satisfactory,74,SO2
2021-10-03,Yadgir,1,Good,38,SO2
2021-10-04,Aizawl,1,Good,24,SO2
2021-10-04,Guwahati,1,Good,37,SO2
2021-10-04,Pune,6,Satisfactory,72,"CO, PM2.5, SO2"
2021-10-04,Varanasi,4,Good,40,"PM10, SO2"
2021-10-04,Yadgir,1,Good,37,SO2
2021-10-05,Aizawl,1,Good,25,SO2
2021-10-05,Guwahati,2,Satisfactory,64,SO2
2021-10-05,Kohima,1,Good,36,SO2
2021-10-05,Shillong,1,Good,16,SO2
2021-10-05,Talcher,1,Moderate,104,SO2
2021-10-05,Yadgir,1,Good,36,SO2
2021-10-06,Aizawl,1,Good,25,SO2
2021-10-06,Guwahati,2,Satisfactory,66,"PM10, SO2"
2021-10-06,Mumbai,17,Satisfactory,74,"PM10, PM2.5, SO2"
2021-10-06,Pune,5,Satisfactory,76,"CO, PM2.5, SO2"
2021-10-06,Shillong,1,Good,15,SO2
2021-10-06,Talcher,1,Satisfactory,58,SO2
2021-10-06,Yadgir,1,Good,32,SO2
2021-10-07,Aizawl,1,Good,25,SO2
2021-10-07,Guwahati,2,Satisfactory,93,"PM10, SO2"
2021-10-07,Pune,5,Satisfactory,62,"CO, PM10, SO2"
2021-10-07,Yadgir,1,Good,27,SO2
2021-10-08,Guwahati,2,Satisfactory,91,"PM10, SO2"
2021-10-08,Pune,6,Satisfactory,70,"CO, PM2.5, SO2"
2021-10-08,Yadgir,1,Good,27,SO2
2021-10-09,Bidar,1,Good,40,SO2
2021-10-09,Guwahati,2,Moderate,101,"PM2.5, SO2"
2021-10-09,Pune,6,Satisfactory,64,"CO, PM2.5, SO2"
2021-10-10,Guwahati,2,Satisfactory,76,"PM2.5, SO2"
2021-10-10,Pune,5,Satisfactory,58,"CO, PM2.5, SO2"
2021-10-10,Shillong,1,Good,17,SO2
2021-10-10,Yadgir,1,Good,41,SO2
2021-10-11,Aizawl,1,Good,30,SO2
2021-10-11,Guwahati,2,Satisfactory,98,"PM10, SO2"
2021-10-11,Shillong,1,Good,18,SO2
2021-10-12,Aizawl,1,Good,30,SO2
2021-10-12,Guwahati,2,Satisfactory,100,"PM10, SO2"
2021-10-12,Shillong,1,Good,20,SO2
2021-10-12,Srinagar,1,Good,18,SO2
2021-10-13,Aizawl,1,Good,29,SO2
2021-10-13,Guwahati,2,Satisfactory,96,"PM10, SO2"
2021-10-14,Aizawl,1,Good,27,SO2
2021-10-14,Guwahati,2,Satisfactory,87,"PM10, SO2"
2021-10-15,Aizawl,1,Good,27,SO2
2021-10-15,Guwahati,2,Satisfactory,100,"PM10, SO2"
2021-10-16,Guwahati,2,Satisfactory,82,"PM10, SO2"
2021-10-17,Agartala,1,Good,26,SO2
2021-10-17,Aizawl,1,Good,26,SO2
2021-10-17,Guwahati,2,Satisfactory,75,"PM10, SO2"
2021-10-18,Agartala,1,Good,26,SO2
2021-10-18,Agra,4,Good,28,"PM10, SO2"
2021-10-18,Aizawl,1,Good,26,SO2
2021-10-18,Guwahati,2,Satisfactory,80,"PM10, SO2"
2021-10-18,Mandideep,1,Satisfactory,53,SO2
2021-10-19,Gorakhpur,1,Good,17,SO2
2021-10-19,Guwahati,2,Satisfactory,64,SO2
2021-10-20,Agartala,1,Good,26,SO2
2021-10-20,Guwahati,2,Satisfactory,62,SO2
2021-10-20,Kohima,1,Good,37,SO2
2021-10-21,Guwahati,2,Satisfactory,64,SO2
2021-10-21,Kohima,1,Good,36,SO2
2021-10-21,Shillong,1,Good,18,SO2
2021-10-22,Guwahati,2,Satisfactory,75,"PM10, SO2"
2021-10-25,Mumbai,12,Satisfactory,58,"CO, PM10, SO2"
2021-10-28,Guwahati,2,Satisfactory,98,"PM2.5, SO2"
2021-10-29,Guwahati,2,Moderate,112,"PM10, SO2"
2021-10-29,Shillong,1,Good,11,SO2
2021-10-30,Guwahati,2,Moderate,104,"PM10, SO2"
2021-10-30,Kolar,1,Good,40,SO2
2021-10-30,Naharlagun,1,Good,46,SO2
2021-10-30,Shillong,1,Good,13,SO2
2021-10-31,Hassan,1,Good,22,SO2
2021-10-31,Shillong,1,Good,12,SO2
2021-11-01,Kolar,1,Good,44,SO2
2021-11-01,Shillong,1,Good,13,SO2
2021-11-02,Guwahati,2,Moderate,106,"PM10, SO2"
2021-11-02,Kolar,1,Good,40,SO2
2021-11-03,Guwahati,2,Moderate,106,"PM10, SO2"
2021-11-03,Hassan,1,Good,20,SO2
2021-11-03,Kolar,1,Good,40,SO2
2021-11-03,Yadgir,1,Good,32,SO2
2021-11-04,Gadag,1,Good,29,SO2
2021-11-04,Kolar,1,Good,41,SO2
2021-11-05,Kolar,1,Good,41,SO2
2021-11-06,Shillong,1,Good,12,SO2
2021-11-07,Chennai,6,Good,49,"CO, O3, SO2"
2021-11-07,Shillong,1,Good,11,SO2
2021-11-09,Shillong,1,Good,12,SO2
2021-11-10,Shillong,1,Good,13,SO2
2021-11-13,Kolar,1,Good,39,SO2
2021-11-14,Aizawl,1,Good,13,SO2
2021-11-14,Chennai,6,Satisfactory,58,"CO, PM2.5, SO2"
2021-11-14,Pune,2,Moderate,196,"PM2.5, SO2"
2021-11-14,Yadgir,1,Good,35,SO2
2021-11-15,Chennai,5,Satisfactory,52,"CO, SO2"
2021-11-15,Kolar,1,Good,39,SO2
2021-11-16,Chennai,6,Satisfactory,64,"CO, PM10, SO2"
2021-11-16,Gadag,1,Good,22,SO2
2021-11-16,Hassan,1,Good,25,SO2
2021-11-17,Kolar,1,Good,40,SO2
2021-11-17,Yadgir,1,Good,24,SO2
2021-11-18,Chennai,8,Good,40,"CO, PM10, SO2"
2021-11-18,Kolar,1,Good,42,SO2
2021-11-18,Shillong,1,Good,12,SO2
2021-11-18,Yadgir,1,Good,33,SO2
2021-11-19,Aizawl,1,Good,44,SO2
2021-11-19,Chennai,8,Good,39,"CO, SO2"
2021-11-19,Pune,2,Satisfactory,91,"CO, SO2"
2021-11-20,Aizawl,1,Good,25,SO2
2021-11-20,Yadgir,1,Good,24,SO2
2021-11-21,Chandrapur,2,Good,36,"O3, SO2"
2021-11-21,Yadgir,1,Good,29,SO2
2021-11-23,Hassan,1,Good,19,SO2
2021-11-23,Yadgir,1,Good,31,SO2
2021-11-28,Chennai,8,Good,36,"CO, O3, SO2"
2021-11-30,Kolar,1,Good,40,SO2
2021-12-01,Shillong,1,Good,21,SO2
2021-12-02,Shillong,1,Good,21,SO2
2021-12-03,Shillong,1,Good,22,SO2
2021-12-04,Chikkamagaluru,1,Good,31,SO2
2021-12-04,Shillong,1,Good,24,SO2
2021-12-05,Pune,3,Satisfactory,84,"PM2.5, SO2"
2021-12-05,Shillong,1,Good,26,SO2
2021-12-06,Shillong,1,Good,28,SO2
2021-12-07,Agartala,1,Good,27,SO2
2021-12-07,Shillong,1,Good,24,SO2
2021-12-09,Gandhinagar,3,Satisfactory,90,"PM10, SO2"
2021-12-09,Mandideep,1,Satisfactory,67,SO2
2021-12-09,Shillong,1,Good,22,SO2
2021-12-10,Kolar,1,Good,42,SO2
2021-12-10,Shillong,1,Good,23,SO2
2021-12-12,Kolar,1,Good,42,SO2
2021-12-13,Kolar,1,Good,41,SO2
2021-12-13,Shillong,1,Good,21,SO2
2021-12-14,Shillong,1,Good,24,SO2
2021-12-15,Shillong,1,Good,22,SO2
2021-12-29,Gandhinagar,3,Satisfactory,59,"PM2.5, SO2"
2021-12-30,Gandhinagar,3,Satisfactory,63,"PM10, PM2.5, SO2"
2022-01-07,Chennai,8,Satisfactory,61,"CO, PM10, SO2"
2022-01-07,Gandhinagar,3,Satisfactory,69,"PM10, PM2.5, SO2"
2022-01-08,Chennai,7,Good,42,"CO, PM10, SO2"
2022-01-08,Gandhinagar,3,Satisfactory,55,"PM10, SO2"
2022-01-08,Pune,2,Satisfactory,94,"PM2.5, SO2"
2022-01-09,Faridabad,3,Satisfactory,74,"CO, SO2"
2022-01-09,Gandhinagar,3,Satisfactory,74,"PM10, SO2"
2022-01-10,Gandhinagar,3,Satisfactory,84,"PM10, PM2.5, SO2"
2022-01-10,Pune,2,Satisfactory,90,"PM2.5, SO2"
2022-01-11,Gandhinagar,3,Satisfactory,65,"PM10, SO2"
2022-01-11,Kolar,1,Satisfactory,52,SO2
2022-01-11,Pune,3,Satisfactory,94,"PM2.5, SO2"
2022-01-12,Chandrapur,2,Good,40,"O3, SO2"
2022-01-12,Gandhinagar,3,Satisfactory,86,"PM10, PM2.5, SO2"
2022-01-12,Kolar,1,Good,47,SO2
2022-01-14,Gandhinagar,3,Satisfactory,81,"PM10, SO2"
2022-01-14,Mandideep,1,Satisfactory,95,SO2
2022-01-16,Gandhinagar,3,Satisfactory,75,"PM10, SO2"
2022-01-17,Gandhinagar,3,Moderate,110,"PM2.5, SO2"
2022-01-21,Pune,3,Satisfactory,93,"PM2.5, SO2"
2022-01-26,Pune,2,Moderate,198,"PM2.5, SO2"
2022-01-27,Kolar,1,Satisfactory,51,SO2
2022-01-27,Naharlagun,1,Satisfactory,56,SO2
2022-01-30,Maihar,1,Good,17,SO2
2022-02-05,Agartala,1,Satisfactory,85,SO2
2022-02-05,Gorakhpur,1,Good,33,SO2
2022-02-05,Maihar,1,Good,17,SO2
2022-02-10,Mandideep,1,Satisfactory,73,SO2
2022-02-11,Udupi,1,Satisfactory,52,SO2
2022-02-15,Mandideep,1,Satisfactory,73,SO2
2022-02-16,Udupi,1,Satisfactory,88,SO2
2022-02-21,Naharlagun,1,Satisfactory,57,SO2
2022-02-28,Agra,6,Satisfactory,68,"PM10, SO2"
2022-03-01,Agra,6,Satisfactory,100,"O3, PM10, SO2"
2022-03-02,Agra,5,Moderate,118,"PM10, PM2.5, SO2"
2022-03-04,Talcher,1,Satisfactory,79,SO2
2022-03-12,Srinagar,1,Good,45,SO2
2022-03-18,Coimbatore,1,Satisfactory,85,SO2
2022-03-19,Coimbatore,1,Satisfactory,86,SO2
2022-03-20,Coimbatore,1,Satisfactory,86,SO2
2022-03-21,Coimbatore,1,Satisfactory,86,SO2
2022-03-22,Coimbatore,1,Satisfactory,76,SO2
2022-03-22,Talcher,1,Moderate,112,SO2
2022-03-24,Talcher,1,Satisfactory,54,SO2
2022-03-25,Agartala,2,Satisfactory,90,"PM10, SO2"
2022-03-26,Agartala,2,Satisfactory,83,"PM10, SO2"
2022-03-26,Naharlagun,1,Satisfactory,61,SO2
2022-03-27,Agartala,2,Satisfactory,86,"PM10, SO2"
2022-03-27,Naharlagun,1,Satisfactory,61,SO2
2022-03-28,Agartala,2,Satisfactory,96,"PM2.5, SO2"
2022-03-31,Agartala,2,Satisfactory,74,"PM2.5, SO2"
2022-03-31,Navi Mumbai,3,Moderate,159,"O3, PM10, SO2"
2022-04-01,Agartala,2,Satisfactory,78,"PM10, SO2"
2022-04-01,Navi Mumbai,2,Moderate,128,"PM10, SO2"
2022-04-02,Agartala,2,Satisfactory,77,"PM10, SO2"
2022-04-07,Naharlagun,1,Satisfactory,61,SO2
2022-04-09,Agartala,2,Satisfactory,82,"PM10, SO2"
2022-04-09,Naharlagun,1,Satisfactory,64,SO2
2022-04-10,Kolar,1,Satisfactory,55,SO2
2022-04-12,Kolar,1,Satisfactory,57,SO2
2022-04-14,Ramanagara,1,Good,32,SO2
2022-04-17,Coimbatore,1,Good,23,SO2
2022-04-18,Agra,5,Moderate,135,"PM10, SO2"
2022-04-19,Agra,6,Moderate,154,"PM10, PM2.5, SO2"
2022-04-19,Chennai,7,Good,45,"CO, PM10, SO2"
2022-04-19,Imphal,1,Satisfactory,71,SO2
2022-04-20,Imphal,2,Satisfactory,64,"PM10, SO2"
2022-04-21,Imphal,2,Satisfactory,65,"PM10, SO2"
2022-04-22,Imphal,2,Satisfactory,58,"PM10, SO2"
2022-04-23,Imphal,2,Satisfactory,64,"PM10, SO2"
2022-04-23,Kolar,1,Satisfactory,60,SO2
2022-04-24,Imphal,2,Satisfactory,78,"PM10, SO2"
2022-04-25,Imphal,2,Satisfactory,88,"PM10, SO2"
2022-04-26,Imphal,2,Satisfactory,95,"PM10, SO2"
2022-04-29,Imphal,1,Satisfactory,74,SO2
2022-04-30,Gandhinagar,3,Moderate,119,"PM10, PM2.5, SO2"
2022-04-30,Naharlagun,1,Satisfactory,63,SO2
2022-05-01,Naharlagun,1,Satisfactory,63,SO2
2022-05-02,Naharlagun,1,Satisfactory,64,SO2
2022-05-04,Kohima,1,Good,47,SO2
2022-05-05,Imphal,1,Satisfactory,72,SO2
2022-05-06,Imphal,1,Satisfactory,74,SO2
2022-05-07,Imphal,1,Satisfactory,76,SO2
2022-05-07,Naharlagun,1,Satisfactory,65,SO2
2022-05-08,Gorakhpur,1,Good,39,SO2
2022-05-08,Imphal,1,Satisfactory,77,SO2
2022-05-08,Naharlagun,1,Satisfactory,65,SO2
2022-05-09,Imphal,1,Satisfactory,78,SO2
2022-05-09,Naharlagun,1,Satisfactory,69,SO2
2022-05-10,Gorakhpur,1,Good,40,SO2
2022-05-10,Imphal,1,Satisfactory,77,SO2
2022-05-10,Naharlagun,1,Satisfactory,67,SO2
2022-05-11,Agartala,2,Good,40,"PM10, SO2"
2022-05-11,Gorakhpur,1,Good,41,SO2
2022-05-11,Imphal,1,Satisfactory,76,SO2
2022-05-11,Kohima,1,Good,47,SO2
2022-05-12,Agartala,2,Satisfactory,56,"PM10, SO2"
2022-05-12,Gadag,1,Good,29,SO2
2022-05-12,Gorakhpur,1,Good,42,SO2
2022-05-12,Imphal,1,Good,32,SO2
2022-05-12,Kohima,1,Good,49,SO2
2022-05-13,Gummidipoondi,1,Good,13,SO2
2022-05-13,Imphal,2,Satisfactory,56,"PM10, SO2"
2022-05-13,Kohima,1,Good,49,SO2
2022-05-14,Imphal,2,Satisfactory,60,"PM10, SO2"
2022-05-14,Kohima,1,Good,48,SO2
2022-05-15,Imphal,2,Satisfactory,58,"PM2.5, SO2"
2022-05-17,Imphal,2,Satisfactory,57,"PM10, SO2"
2022-05-17,Ramanagara,1,Good,28,SO2
2022-05-18,Imphal,2,Satisfactory,62,"PM10, SO2"
2022-05-18,Kohima,1,Good,47,SO2
2022-05-18,Naharlagun,1,Satisfactory,69,SO2
2022-05-18,Ramanagara,1,Good,30,SO2
2022-05-19,Imphal,2,Satisfactory,62,"O3, SO2"
2022-05-19,Madikeri,1,Good,22,SO2
2022-05-19,Naharlagun,1,Satisfactory,65,SO2
2022-05-19,Ramanagara,1,Good,30,SO2
2022-05-20,Imphal,2,Satisfactory,59,"PM10, SO2"
2022-05-20,Naharlagun,1,Satisfactory,65,SO2
2022-05-22,Agartala,2,Satisfactory,94,"PM10, SO2"
2022-05-22,Imphal,2,Satisfactory,57,SO2
2022-05-23,Imphal,2,Satisfactory,72,"PM10, SO2"
2022-05-23,Ramanagara,1,Good,27,SO2
2022-05-24,Ballabgarh,1,Satisfactory,63,SO2
2022-05-24,Faridabad,1,Satisfactory,77,SO2
2022-05-24,Gadag,1,Good,26,SO2
2022-05-24,Imphal,2,Satisfactory,76,"PM10, SO2"
2022-05-24,Naharlagun,1,Satisfactory,66,SO2
2022-05-25,Imphal,2,Satisfactory,68,"PM10, SO2"
2022-05-25,Naharlagun,1,Satisfactory,67,SO2
2022-05-25,Varanasi,4,Satisfactory,75,"O3, SO2"
2022-05-26,Imphal,2,Satisfactory,65,"PM10, SO2"
2022-05-31,Imphal,2,Satisfactory,66,"PM10, SO2"
2022-06-01,Aizawl,1,Good,32,SO2
2022-06-01,Imphal,2,Satisfactory,78,"PM10, SO2"
2022-06-01,Kohima,1,Good,50,SO2
2022-06-01,Naharlagun,1,Satisfactory,68,SO2
2022-06-01,Ramanagara,1,Good,30,SO2
2022-06-02,Agartala,2,Satisfactory,64,"PM10, SO2"
2022-06-02,Imphal,2,Satisfactory,63,SO2
2022-06-02,Kohima,1,Satisfactory,51,SO2
2022-06-02,Naharlagun,1,Satisfactory,66,SO2
